url	http_status	final_url	redirect_count	content_type
https://pepselect.com/	200	https://pepselect.com/	0	text/html; charset=UTF-8
https://pepselect.com/contact/	200	https://pepselect.com/contact/	0	text/html; charset=UTF-8
https://pepselect.com/faq/	200	https://pepselect.com/faq/	0	text/html; charset=UTF-8
https://pepselect.com/guides/how-to-review-research-peptide-documentation/	200	https://pepselect.com/guides/how-to-review-research-peptide-documentation/	0	text/html; charset=UTF-8
https://pepselect.com/military-discount/	200	https://pepselect.com/military-discount/	0	text/html; charset=UTF-8
https://pepselect.com/privacy-policy/	200	https://pepselect.com/privacy-policy/	0	text/html; charset=UTF-8
https://pepselect.com/product/bacteriostatic-water-30ml/	200	https://pepselect.com/product/bacteriostatic-water-30ml/	0	text/html; charset=UTF-8
https://pepselect.com/product/bpc157-10/	200	https://pepselect.com/product/bpc157-10/	0	text/html; charset=UTF-8
https://pepselect.com/product/ghk-cu/	200	https://pepselect.com/product/ghk-cu/	0	text/html; charset=UTF-8
https://pepselect.com/product/glp1-s10/	200	https://pepselect.com/product/glp1-s10/	0	text/html; charset=UTF-8
https://pepselect.com/product/glp2-t20/	200	https://pepselect.com/product/glp2-t20/	0	text/html; charset=UTF-8
https://pepselect.com/product/glp3-r10/	200	https://pepselect.com/product/glp3-r10/	0	text/html; charset=UTF-8
https://pepselect.com/product/glp3-r20/	200	https://pepselect.com/product/glp3-r20/	0	text/html; charset=UTF-8
https://pepselect.com/product/glp3-r30/	200	https://pepselect.com/product/glp3-r30/	0	text/html; charset=UTF-8
https://pepselect.com/product/glutathione/	200	https://pepselect.com/product/glutathione/	0	text/html; charset=UTF-8
https://pepselect.com/product/motsc-10/	200	https://pepselect.com/product/motsc-10/	0	text/html; charset=UTF-8
https://pepselect.com/product/nad/	200	https://pepselect.com/product/nad/	0	text/html; charset=UTF-8
https://pepselect.com/product/pt-141/	200	https://pepselect.com/product/pt-141/	0	text/html; charset=UTF-8
https://pepselect.com/product/ss-31/	200	https://pepselect.com/product/ss-31/	0	text/html; charset=UTF-8
https://pepselect.com/product/tb500-10/	200	https://pepselect.com/product/tb500-10/	0	text/html; charset=UTF-8
https://pepselect.com/product/tesa-10/	200	https://pepselect.com/product/tesa-10/	0	text/html; charset=UTF-8
https://pepselect.com/refund-shipping-policy/	200	https://pepselect.com/refund-shipping-policy/	0	text/html; charset=UTF-8
https://pepselect.com/ruo-disclaimer/	200	https://pepselect.com/ruo-disclaimer/	0	text/html; charset=UTF-8
https://pepselect.com/shop/	200	https://pepselect.com/shop/	0	text/html; charset=UTF-8
https://pepselect.com/terms-conditions/	200	https://pepselect.com/terms-conditions/	0	text/html; charset=UTF-8
https://pepselect.com/testing/	200	https://pepselect.com/testing/	0	text/html; charset=UTF-8
https://pepselect.com/testing/ghk-cu-50-mg/	200	https://pepselect.com/testing/ghk-cu-50-mg/	0	text/html; charset=UTF-8
https://pepselect.com/testing/ghk-cu-50-mg/psgkcu5071926gx/	200	https://pepselect.com/testing/ghk-cu-50-mg/psgkcu5071926gx/	0	text/html; charset=UTF-8
https://pepselect.com/testing/nad-500-mg/	200	https://pepselect.com/testing/nad-500-mg/	0	text/html; charset=UTF-8
https://pepselect.com/testing/nad-500-mg/nd50026205jp/	200	https://pepselect.com/testing/nad-500-mg/nd50026205jp/	0	text/html; charset=UTF-8
https://pepselect.com/testing/nad-500-mg/psnad562926jp/	200	https://pepselect.com/testing/nad-500-mg/psnad562926jp/	0	text/html; charset=UTF-8
https://pepselect.com/testing/pt-141-10-mg/	200	https://pepselect.com/testing/pt-141-10-mg/	0	text/html; charset=UTF-8
https://pepselect.com/testing/pt-141-10-mg/pspt14162926jp/	200	https://pepselect.com/testing/pt-141-10-mg/pspt14162926jp/	0	text/html; charset=UTF-8
https://pepselect.com/testing/retatrutide-10mg/	200	https://pepselect.com/testing/retatrutide-10mg/	0	text/html; charset=UTF-8
https://pepselect.com/testing/retatrutide-10mg/rt2026205jp/	200	https://pepselect.com/testing/retatrutide-10mg/rt2026205jp/	0	text/html; charset=UTF-8
https://pepselect.com/testing/retatrutide-20mg/	200	https://pepselect.com/testing/retatrutide-20mg/	0	text/html; charset=UTF-8
https://pepselect.com/testing/retatrutide-20mg/psrt2062926jp/	200	https://pepselect.com/testing/retatrutide-20mg/psrt2062926jp/	0	text/html; charset=UTF-8
https://pepselect.com/testing/retatrutide-30mg/	200	https://pepselect.com/testing/retatrutide-30mg/	0	text/html; charset=UTF-8
https://pepselect.com/testing/retatrutide-30mg/nd_r30_060326/	200	https://pepselect.com/testing/retatrutide-30mg/nd_r30_060326/	0	text/html; charset=UTF-8
https://pepselect.com/testing/tb-500-10-mg/	200	https://pepselect.com/testing/tb-500-10-mg/	0	text/html; charset=UTF-8
https://pepselect.com/testing/tb-500-10-mg/tb10-6926/	200	https://pepselect.com/testing/tb-500-10-mg/tb10-6926/	0	text/html; charset=UTF-8
https://pepselect.com/testing/tesamorelin-10-mg/	200	https://pepselect.com/testing/tesamorelin-10-mg/	0	text/html; charset=UTF-8
https://pepselect.com/testing/tesamorelin-10-mg/pstes1071926gx/	200	https://pepselect.com/testing/tesamorelin-10-mg/pstes1071926gx/	0	text/html; charset=UTF-8
https://pepselect.com/track-your-order/	200	https://pepselect.com/track-your-order/	0	text/html; charset=UTF-8
